Date,SKSW20 BGN Curncy,SKSW15 BGN Curncy,SKSW1 BGN Curncy,SKSW30 BGN Curncy,SKSW3 BGN Curncy,SKSW2 BGN Curncy,SKSW10 BGN Curncy,SKSW5 BGN Curncy,USSW10 BGN Curncy,USSW1 BGN Curncy,USSW5 BGN Curncy,USSW30 BGN Curncy,USSW15 BGN Curncy,USSW3 BGN Curncy,USSW2 BGN Curncy,USSW20 BGN Curncy,ADSW3 BGN Curncy,ADSW2 BGN Curncy,ADSW10 BGN Curncy,ADSW5 BGN Curncy,ADSW20 BGN Curncy,ADSW1 BGN Curncy,ADSW15 BGN Curncy,ADSW30 BGN Curncy,NKSW1 BGN Curncy,NKSW10 BGN Curncy,NKSW20 BGN Curncy,NKSW5 BGN Curncy,NKSW15 BGN Curncy,NKSW3 BGN Curncy,NKSW2 BGN Curncy,NKSW30 BGN Curncy,DKSW10 BGN Curncy,DKSW1 BGN Curncy,DKSW30 BGN Curncy,DKSW2 BGN Curncy,DKSW3 BGN Curncy,DKSW20 BGN Curncy,DKSW15 BGN Curncy,DKSW5 BGN Curncy,CDSW30 BGN Curncy,CDSW5 BGN Curncy,CDSW2 BGN Curncy,CDSW3 BGN Curncy,CDSW20 BGN Curncy,CDSW15 BGN Curncy,CDSW10 BGN Curncy,CDSW1 BGN Curncy,JYSO3 BGN Curncy,JYSO2 BGN Curncy,JYSO5 BGN Curncy,JYSO10 BGN Curncy,JYSO15 BGN Curncy,JYSO1 BGN Curncy,JYSO20 BGN Curncy,JYSO30 BGN Curncy,EUSA3 BGN Curncy,EUSA2 BGN Curncy,EUSA30 BGN Curncy,EUSA5 BGN Curncy,EUSA15 BGN Curncy,EUSA20 BGN Curncy,EUSA1 BGN Curncy,EUSA10 BGN Curncy
2009-01-30,3.5475,3.5475,1.695,3.3875,2.185,1.845,3.4275,2.8775,,,,,,,,,3.3975,3.055,4.3875,3.8475,3.9255,2.664,4.3125,3.4055,2.579,4.279,4.3825,3.5375,4.435,2.9015,2.715,4.355,3.9445,3.483,3.8075,3.202,3.2625,4.1205,4.1715,3.4725,3.625,1.9665,1.3415,1.641,3.766,3.525,2.8225,0.954,0.32,0.2225,,,,0.1225,,,2.569,2.255,3.6975,3.0245,4.0115,3.9995,2.094,3.722
2009-02-27,3.386,3.3625,1.013,3.3413,1.8013,1.3075,3.105,2.474,,,,,,,,,3.7725,3.3025,4.9325,4.2925,4.7755,2.927,4.9625,4.3655,2.585,4.29,4.43,3.626,4.465,2.995,2.77,4.335,3.7045,3.292,3.597,3.0005,3.069,3.982,3.988,3.2595,3.815,1.932,1.114,1.483,3.9595,3.665,2.893,0.775,,0.185,,,,0.1105,,,2.389,2.077,3.4895,2.804,3.798,3.8505,1.8965,3.45
2009-03-31,3.4905,3.443,0.975,3.4725,1.8085,1.3175,3.2205,2.5395,,,,,,,,,3.91,3.4525,5.03,4.505,5.0075,2.914,5.155,4.6575,2.386,4.335,4.515,3.65,4.5275,3.01,2.67,4.54,3.6385,2.721,3.8025,2.625,2.813,4.0275,3.965,3.1625,3.559,1.539,0.8535,1.1655,3.595,3.292,2.505,0.561,0.34,0.195,,,,0.1175,,,2.14,1.808,3.651,2.658,3.766,3.859,1.618,3.373
2009-04-30,3.75,3.675,0.978,3.725,1.9435,1.445,3.4538,2.653,,,,,,,,,3.9075,3.3875,5.137,4.535,5.07625,2.9065,5.222,4.745,2.429,4.505,4.7,3.825,4.705,3.275,2.87,4.725,3.71,2.748,3.89,2.67,2.84,4.0425,3.9725,3.195,3.871,1.917,0.842,1.303,3.965,3.738,2.9945,0.4615,0.34,0.19063,,,,0.10813,,,2.149,1.79,3.755,2.696,3.792,3.893,1.582,3.433
2009-05-29,4.23,4.19,1.0525,4.23,2.1375,1.5675,3.91,2.955,,,,,,,,,4.23,3.59,5.6775,4.95,5.695,3.094,5.7975,5.4225,2.298,4.6875,4.87,3.8975,4.87,3.2825,2.8325,4.89,3.9725,2.45,4.12,2.51,2.83,4.3,4.2375,3.345,4.0545,2.3975,1.067,1.6722,4.167,3.9672,3.309,0.464,0.3425,0.215,,,,0.1225,,,2.146,1.711,3.983,2.832,4.046,4.137,1.444,3.698
2009-06-30,4.065,4.006,0.9875,4.0475,2.1563,1.5788,3.725,2.834,,,,,,,,,4.815,4.14,5.985,5.54,6.0275,3.439,6.1275,5.7725,2.089,4.6125,4.8425,3.8725,4.835,3.2775,2.7525,4.755,3.8875,2.293,4.195,2.5525,2.905,4.3025,4.195,3.3275,4.286,2.588,1.189,1.863,4.413,4.213,3.529,0.517,0.285,0.195,,,,0.12125,,,2.261,1.811,4.045,2.866,4.004,4.13,1.38,3.622
2009-07-31,3.9475,3.9025,0.795,3.9275,2.1925,1.5625,3.6175,2.8625,,,,,,,,,5.04,4.415,6.01,5.64,6.025,3.679,6.12,5.723,2.104,4.7225,4.925,4.0525,4.905,3.4425,2.9025,4.875,3.78,2.108,4.1,2.42,2.785,4.215,4.11,3.22,4.32,2.69,1.33,1.972,4.421,4.207,3.535,0.639,0.2975,0.2025,,,,0.12375,,,2.174,1.7,3.936,2.752,3.899,4.034,1.211,3.499
2009-08-31,3.9025,3.8425,0.8975,3.8825,2.37,1.7625,3.58,2.955,,,,,,,,,5.36,4.95,5.995,5.82,5.9525,4.284,6.00975,5.655,2.569,4.6025,4.805,4.1425,4.795,3.7675,3.3675,4.73,3.725,2.048,4.0175,2.46,2.7925,4.1275,4.025,3.2075,4.235,2.625,1.316,1.929,4.3278,4.1028,3.493,0.642,0.2925,0.19188,0.55,1.1625,1.52,0.118,1.73,1.87,2.185,1.746,3.88,2.748,3.8155,3.951,1.2215,3.4475
2009-09-30,3.87,3.8,0.8425,3.88,2.283,1.66,3.54,2.922,3.4593,0.6085,2.6485,3.9375,3.7678,1.8745,1.2865,3.8687,5.436,5.011,6.017,5.83,5.965,4.3095,6.03838,5.69912,2.625,4.6675,4.905,4.1475,4.9,3.8075,3.4575,4.845,3.7325,1.879,4.085,2.32,2.685,4.175,4.06,3.1525,4.0228,2.6345,1.379,1.9865,4.106,3.8985,3.408,0.642,0.31938,0.20188,0.53,1.1325,1.5,0.12438,1.715,1.8525,2.137,1.6993,3.9422,2.7115,3.8465,3.9955,1.1805,3.4685
2009-10-30,3.9025,3.7725,0.767,3.9075,2.2575,1.6225,3.53,2.878,3.5625,0.587,2.6588,4.142,3.9235,1.841,1.2439,4.046,5.639,5.305,6.165,5.8375,6.0125,4.7105,6.15875,5.885,2.643,4.6325,4.88,4.205,4.87,3.815,3.4475,4.81,3.7775,1.914,4.0675,2.405,2.7625,4.1875,4.0775,3.2,4.2,2.767,1.392,2.02,4.292,4.137,3.6115,0.653,0.315,0.2125,0.54,1.1975,1.585,0.136,1.795,1.91,2.2245,1.791,3.9215,2.754,3.8575,3.9998,1.2415,3.486
2009-11-30,3.8475,3.747,0.787,3.8525,2.176,1.55,3.4775,2.805,3.2963,0.463,2.3176,4.024,3.7438,1.528,0.9957,3.9159,5.2745,4.9555,5.9025,5.7375,5.9005,4.5325,5.925,5.594,2.718,4.475,4.715,4.035,4.675,3.675,3.325,4.625,3.71,1.928,3.975,2.315,2.65,4.12,4.035,3.1025,4.0335,2.421,1.155,1.704,4.1205,3.9515,3.395,0.585,0.275,0.1825,0.4625,1.0525,1.4175,0.12938,1.605,1.705,2.1215,1.7195,3.8025,2.667,3.809,3.928,1.258,3.4195
2009-12-31,3.98,3.849,0.795,3.985,2.218,1.5875,3.595,2.876,4.008,0.673,2.9924,4.569,4.402,2.828,1.4124,4.5115,5.406,5.143,6.2525,5.845,6.2725,4.7415,6.293,5.9275,2.82,4.6925,4.935,4.2525,4.915,3.8625,3.4925,4.86,3.859,1.975,4.094,2.4625,2.79,4.246,4.166,3.201,4.3615,2.864,1.566,2.127,4.528,4.391,3.844,0.814,0.215,0.1375,0.3975,1.08,1.5225,0.09,1.7225,1.805,2.225,1.875,3.944,2.809,3.963,4.062,1.311,3.595
2010-01-29,3.905,3.791,0.838,3.905,2.123,1.5725,3.505,2.771,3.709,0.487,2.6308,4.3805,4.141,1.7125,1.0987,4.2863,5.249,5.031,6.0025,5.565,6.0225,4.7015,6.0625,5.6975,2.917,4.545,4.8,4.115,4.77,3.745,3.415,4.735,3.6875,1.835,3.98,2.19,2.51,4.0875,3.985,2.985,4.257,2.638,1.3605,1.9115,4.367,4.18,3.59,0.7,0.2065,0.1455,0.4025,1.0525,1.475,0.103,1.685,1.8125,2.027,1.646,3.8125,2.5883,3.773,3.895,1.1995,3.39
2010-02-26,3.775,3.676,0.893,3.795,2.113,1.58,3.385,2.714,3.7015,0.468,2.598,4.4188,4.1547,1.668,1.061,4.313,5.1905,4.955,5.9925,5.5875,6.0325,4.622,6.075,5.8275,2.761,4.395,4.64,3.855,4.62,3.475,3.155,4.56,3.6125,1.734,3.88,1.99,2.3,4.025,3.935,2.835,4.286,2.672,1.3538,1.919,4.3735,4.174,3.615,0.712,0.215,0.13875,0.3855,1.06375,1.51125,0.1015,1.74625,1.8725,1.828,1.4493,3.716,2.447,3.721,3.829,1.0898,3.341
2010-03-31,3.68,3.57,1.009,3.695,2.0525,1.6125,3.31,2.624,3.82,0.556,2.7325,4.518,4.259,1.804,1.1923,4.4125,5.543,5.356,6.153,5.863,6.194,4.95,6.24,5.9175,2.811,4.445,4.71,3.91,4.695,3.51,3.19,4.655,3.5475,1.692,3.855,1.9375,2.24,3.9925,3.8825,2.77,4.2345,3.008,1.8565,2.3869,4.3595,4.209,3.7175,1.126,0.2195,0.135,0.4345,1.14,1.6175,0.099,1.8475,1.98,1.797,1.443,3.688,2.3885,3.665,3.793,1.085,3.275
2010-04-30,3.51,3.38,0.9913,3.515,1.95,1.5425,3.105,2.4685,3.659,0.6585,2.6095,4.287,4.053,1.7365,1.1978,4.1925,5.5735,5.381,6.1175,5.885,6.1525,5.069,6.205,5.8525,2.847,4.3538,4.65,3.825,4.635,3.465,3.175,4.595,3.4375,1.662,3.6955,1.865,2.1533,3.8525,3.7775,2.6775,4.2565,3.1895,2.096,2.589,4.4125,4.2927,3.8543,1.4088,0.1985,0.13,0.375,1.06,1.53,0.1,1.76375,1.8875,1.74,1.4163,3.545,2.32,3.5675,3.6685,1.135,3.184
2010-05-31,3.3683,3.209,1.1075,3.3716,1.8295,1.515,2.89,2.305,3.385,0.8615,2.425,4.03,3.768,1.657,1.232,3.92,5.173,5.0465,5.8475,5.48,5.785,4.8505,5.9375,5.455,3.031,4.24,4.525,3.58,4.515,3.275,3.115,4.47,3.1255,1.544,3.316,1.673,1.903,3.501,3.439,2.4,3.9835,3.031,1.996,2.4285,4.2155,4.1085,3.7008,1.357,0.2015,0.11625,0.3625,1.02,1.465,0.098,1.68625,1.79375,1.594,1.3355,3.2,2.125,3.281,3.3505,1.1145,2.9348
2010-06-30,3.42,3.2425,1.2775,3.4575,1.995,1.72,3.0063,2.42,3.0009,0.723,2.0465,3.6933,3.4141,1.331,0.971,3.5785,4.969,4.908,5.57625,5.235,5.58625,4.8575,5.67,5.28,2.94,4.0875,4.355,3.54,4.345,3.34,3.12,4.3,3.046,1.593,3.294,1.6995,1.8625,3.46,3.385,2.285,4.0086,2.558,1.5665,1.975,4.146,3.966,3.4268,1.1742,0.1425,0.1125,0.2745,0.8275,1.2475,0.085,1.47,1.5625,1.5825,1.355,3.212,2.071,3.252,3.3543,1.172,2.8863
2010-07-30,3.4975,3.3375,1.405,3.5111,2.0848,1.8045,3.065,2.4975,2.894,0.486,1.777,3.7113,3.371,1.0705,0.733,3.5575,4.996,4.928,5.5975,5.245,5.6375,4.8645,5.691,5.3825,2.737,4.105,4.345,3.515,4.335,3.275,3.1108,4.28,3.129,1.56,3.463,1.7518,1.9758,3.604,3.486,2.403,3.99,2.4475,1.5585,1.8995,4.108,3.9025,3.3633,1.27,0.13425,0.1075,0.241,0.785,1.1825,0.086,1.395,1.49,1.658,1.417,3.351,2.141,3.334,3.467,1.207,2.9465
2010-08-31,2.8556,2.685,1.446,2.8917,1.8535,1.6955,2.485,2.083,2.483,0.429,1.5608,3.1415,2.869,0.9475,0.652,3.0295,4.707,4.667,5.2,4.9545,5.24,4.66,5.28625,4.96438,2.721,3.645,3.96,3.225,3.92,3.0763,2.9885,3.9,2.51,1.5055,2.7085,1.5743,1.68,2.8455,2.74,1.976,3.603,2.0395,1.321,1.5455,3.728,3.4795,2.919,1.1488,0.093,0.08,0.22,0.7475,1.15,0.071,1.3725,1.495,1.3715,1.229,2.5688,1.708,2.6025,2.695,1.1455,2.328
2010-09-30,3.2006,3.059,1.7275,3.225,2.158,1.985,2.857,2.46,2.574,0.403,1.5163,3.3467,3.0215,0.8715,0.603,3.211,5.252,5.201,5.535,5.45,5.56,5.1185,5.59,5.28388,2.749,3.965,4.2925,3.545,4.2525,3.275,3.1095,4.255,2.7738,1.6405,2.952,1.806,1.9563,3.125,3.038,2.245,3.447,2.069,1.5215,1.6785,3.5615,3.39,2.8865,1.377,0.075,0.07375,0.1665,0.7175,1.15,0.07,1.3875,1.5175,1.631,1.467,2.833,1.967,2.88,2.976,1.28,2.578
2010-10-29,3.3775,3.325,1.8575,3.3613,2.272,2.0773,3.091,2.6525,2.683,0.367,1.4168,3.6351,3.2215,0.728,0.4995,3.454,5.2855,5.1095,5.68,5.5025,5.685,5.03,5.7475,5.4,2.572,4.085,4.325,3.455,4.29,3.08,2.905,4.32,2.99,1.7135,3.0745,1.9165,2.0975,3.285,3.255,2.4463,3.5705,2.0365,1.513,1.6649,3.6708,3.4945,2.9558,1.3499,0.095,0.0845,0.1925,0.7125,1.1775,0.0785,1.4425,1.5875,1.7799,1.59,2.952,2.1545,3.0925,3.1435,1.3928,2.7895
2010-11-30,3.5638,3.48,2.0025,3.5251,2.4625,2.265,3.303,2.843,2.961,0.5625,1.7464,3.8198,3.4575,1.025,0.7608,3.6657,5.38,5.243,5.9575,5.7245,5.92875,5.2,6.01875,5.688,2.615,4.1275,4.42,3.5013,4.39,3.1113,2.9115,4.41,3.2395,1.683,3.2985,1.8915,2.0938,3.56,3.541,2.5788,3.68,2.472,1.733,1.9764,3.8365,3.719,3.2725,1.5402,0.17,0.1375,0.32125,0.9325,1.36625,0.11,1.5875,1.70625,1.7835,1.553,3.194,2.294,3.388,3.433,1.361,3.054
2010-12-31,3.9125,3.8275,2.276,3.8675,2.8125,2.5825,3.622,3.2,3.3795,0.4492,2.173,4.104,3.8365,1.27,0.7921,3.9988,5.5365,5.337,6.0625,5.865,6.0825,5.173,6.1525,5.8125,2.7625,4.4049,4.73,3.8053,4.69,3.395,3.135,4.67,3.5135,1.643,3.6225,2.0315,2.3263,3.865,3.804,2.7888,3.8539,2.5844,1.81,2.0819,3.9826,3.85,3.3843,1.5493,0.17,0.13,0.29375,0.85875,1.265,0.0975,1.47375,1.55875,1.898,1.5505,3.501,2.491,3.64,3.702,1.311,3.299
2011-01-31,3.9774,3.8775,2.5163,3.9524,3.1525,2.915,3.734,3.4508,3.4716,0.4425,2.1819,4.308,3.9771,1.2584,0.7912,4.1662,5.4575,5.329,6.0225,5.713,5.99125,5.1805,6.1,5.7025,2.855,4.465,4.74,4.04,4.685,3.6805,3.3695,4.63,3.609,1.759,3.754,2.284,2.6163,3.938,3.918,3.0738,4.0793,2.6609,1.7735,2.0888,4.156,4.0162,3.5378,1.4644,0.1875,0.135,0.3425,0.9325,1.3475,0.09875,1.56375,1.66875,2.3525,2.013,3.67,2.834,3.7688,3.8283,1.5825,3.455
2011-02-28,3.91,3.8725,2.7625,3.8827,3.3475,3.12,3.755,3.5613,3.5408,0.418,2.3513,4.286,3.995,1.424,0.8812,4.165,5.491,5.372,6.055,5.75125,6.0075,5.2095,6.1295,5.69875,2.992,4.535,4.85,4.185,4.79,3.8255,3.5148,4.74,3.6135,1.715,3.751,2.378,2.675,3.923,3.877,3.0938,4.1531,2.8522,1.9915,2.3253,4.2061,4.074,3.6162,1.615,0.22125,0.15,0.395,0.98875,1.39125,0.105,1.6,1.69375,2.378,2.0965,3.644,2.82,3.7235,3.7933,1.6735,3.4196
2011-03-31,3.9385,3.905,2.8613,3.91,3.435,3.205,3.843,3.6188,3.574,0.4745,2.4654,4.2871,4.0134,1.57,1.005,4.1767,5.418,5.273,6.008,5.69,5.98,5.0765,6.1015,5.7,3.062,4.67,4.955,4.305,4.885,3.9676,3.6305,4.865,3.8338,2.071,3.9465,2.596,2.9238,4.1463,4.076,3.3388,4.2008,2.9445,2.0104,2.3801,4.321,4.1982,3.7461,1.5795,0.145,0.1035,0.3245,0.935,1.3775,0.0825,1.595,1.7225,2.673,2.3525,3.879,3.096,3.944,4.024,1.883,3.645
2011-04-29,3.933,3.8925,2.9113,3.8975,3.376,3.23,3.763,3.6325,3.366,0.385,2.147,4.163,3.855,1.2608,0.78,4.0293,5.466,5.329,5.97025,5.71938,5.978,5.1645,6.055,5.714,3.086,4.5595,4.84,4.215,4.775,3.89,3.605,4.74,3.7485,2.037,3.9268,2.5638,2.844,4.08,3.991,3.2638,4.12,2.724,1.9122,2.221,4.1893,4.0395,3.5735,1.575,0.135,0.0975,0.2725,0.865,1.3,0.0745,1.5275,1.67,2.612,2.3345,3.789,3.026,3.8385,3.9155,1.9555,3.551
2011-05-31,3.7142,3.6756,2.8455,3.6875,3.21,3.07,3.575,3.3725,3.1615,0.362,1.934,3.9795,3.6497,1.082,0.6595,3.838,5.293,5.21,5.77,5.475,5.7575,5.154,5.855,5.4725,3.1415,4.385,4.675,4.0,4.615,3.7385,3.5396,4.6025,3.5105,1.978,3.7233,2.3225,2.545,3.8645,3.8,2.955,3.8769,2.4778,1.757,2.0313,3.9593,3.8117,3.336,1.455,0.1275,0.095,0.2735,0.82875,1.2425,0.0775,1.4625,1.585,2.372,2.1545,3.625,2.7745,3.671,3.7565,1.909,3.353
2011-06-30,3.67,3.625,2.815,3.625,3.07,2.9575,3.53,3.27,3.279,0.388,2.0335,4.074,3.764,1.1455,0.7015,3.9435,5.28841,5.14282,5.855,5.515,5.935,5.06877,5.985,5.6775,3.2745,4.375,4.75,3.99,4.655,3.78,3.6175,4.64,3.6175,2.0075,3.959,2.39,2.614,4.0225,3.905,3.023,3.955,2.5115,1.749,2.0235,4.041,3.899,3.409,1.472,0.12375,0.095,0.25,0.8175,1.23375,0.0775,1.4525,1.58125,2.389,2.1775,3.828,2.817,3.768,3.8805,1.973,3.426
2011-07-29,3.2748,3.255,2.7425,3.2425,2.8025,2.8075,3.155,2.9075,2.925,0.445,1.6235,3.8075,3.452,0.8545,0.59,3.6535,4.91124,4.923,5.5225,5.15,5.695,4.99994,5.7,5.4375,3.178,4.135,4.535,3.71,4.445,3.52,3.425,4.46,3.33,,3.5205,2.1025,2.2687,3.665,3.6225,2.6925,3.669,2.1905,1.5705,1.783,3.728,3.577,3.077,1.425,0.10625,0.0875,0.1925,0.7225,1.1325,0.0775,1.3475,1.465,2.065,1.906,3.433,2.48,3.49,3.542,1.8635,3.149
2011-08-31,2.85,2.87,2.425,2.85,2.33,2.205,2.845,2.5425,2.402,0.4638,1.265,3.2545,2.8934,0.652,0.495,3.088,4.5217,4.4101,5.165,4.785,5.375,4.41423,5.3575,5.12,3.0755,3.98,4.1775,3.566,4.105,3.34,3.23,4.235,2.984,1.592,3.26,1.718,1.84,3.3875,3.359,2.335,3.2615,1.799,1.2045,1.3942,3.3285,3.2005,2.718,1.1488,0.08125,0.07,0.1775,0.69625,1.1125,0.0625,1.33,1.44375,1.717,1.571,3.196,2.183,3.224,3.309,1.618,2.857
2011-09-30,2.4775,2.5062,2.085,2.4612,2.025,1.9775,2.473,2.2425,2.108,0.5322,1.253,2.6966,2.473,0.7374,0.5765,2.6035,4.24117,4.18787,4.7875,4.455,4.925,4.30029,5.0075,4.7175,2.673,3.602,,3.155,,2.845,2.785,3.805,2.545,1.46,2.7,1.4375,1.5766,2.83,2.803,1.954,2.908,1.51,0.966,1.141,3.0313,2.934,2.427,1.017,0.0875,0.065,0.217,0.7025,1.09,0.06,1.285,1.38283,1.594,1.502,2.718,1.966,2.805,2.83,1.593,2.537
2011-10-31,2.57,2.63,2.338,2.5025,2.229,2.218,2.62,2.3775,2.283,0.531,1.275,2.9097,2.674,0.7105,0.5645,2.8095,4.48113,4.42978,5.0825,4.64,5.215,4.4639,5.265,5.0325,3.1335,3.815,3.895,3.4,3.9,3.115,3.0295,3.915,2.661,1.4625,2.8215,1.5525,1.6825,2.9737,2.94,2.066,3.1785,1.632,1.116,1.287,3.247,3.121,2.5775,1.162,0.09,0.069,0.1875,0.7025,1.1075,0.0675,1.32625,1.4275,1.598,1.494,2.752,1.862,2.775,2.853,1.596,2.469
2011-11-30,2.2988,2.387,2.0675,2.2144,1.7925,1.7855,2.389,2.0125,2.217,0.615,1.321,2.7385,2.5605,0.81,0.667,2.663,4.06753,3.98289,4.783,4.385,4.9225,3.97485,4.973,4.7125,3.06,3.795,3.89,3.317,3.875,2.9495,2.847,3.87,2.57,1.288,2.634,1.3181,1.464,2.8425,2.84,1.9286,2.769,1.5765,1.153,1.2675,2.8985,2.817,2.402,1.155,0.08125,0.0575,0.1875,0.70625,1.09125,0.05,1.30625,1.4175,1.591,1.439,2.86,2.039,3.022,3.029,1.495,2.73
2011-12-30,2.3125,2.36,2.078,2.235,1.8425,1.86,2.284,1.955,2.036,0.6825,1.227,2.6148,2.3945,0.8245,0.7261,2.5209,4.0195,4.04924,4.58,4.3075,4.76,4.0681,4.7605,4.61,2.8545,3.565,3.635,3.135,3.635,2.81,2.745,3.65,2.236,1.1301,2.3975,1.097,1.1921,2.5375,2.515,1.574,2.592,1.4455,1.1363,1.2178,2.7503,2.663,2.2155,1.176,0.0675,0.0575,0.14125,0.5975,0.97875,0.05125,1.18602,1.28915,1.381,1.3125,2.5586,1.705,2.659,2.685,1.42,2.379
2012-01-31,2.3825,2.41,2.034,2.29,1.807,1.812,2.3225,1.97,1.9155,0.496,0.988,2.6395,2.342,0.59,0.512,2.5065,3.95593,3.98603,4.5825,4.205,4.74,4.08669,4.7625,4.545,2.7655,3.555,3.76,3.005,3.76,2.6945,2.645,3.74,2.221,1.1725,2.4425,1.075,1.134,2.57,2.535,1.51,2.648,1.455,1.168,1.2117,2.7525,2.6418,2.203,1.225,0.07875,0.067,0.14375,0.605,1.0075,0.06375,1.2175,1.34,1.183,1.128,2.467,1.534,2.551,2.59,1.242,2.24
2012-02-29,2.6775,2.7,2.045,2.5875,2.009,1.955,2.565,2.185,2.0615,0.4895,1.11,2.78,2.4895,0.673,0.5527,2.6533,4.3565,4.35801,4.8075,4.53,5.018,4.3658,5.0075,4.805,2.819,3.555,3.755,3.125,3.735,2.87,2.805,3.725,2.33,1.1625,2.583,1.177,1.272,2.681,2.6325,1.6275,2.851,1.6815,1.31,1.4256,2.986,2.865,2.388,1.274,0.0775,0.071,0.145,0.63125,1.035,0.0675,1.26,1.39875,1.199,1.1075,2.517,1.55,2.5665,2.621,1.1455,2.261
2012-03-30,2.7475,2.765,2.1255,2.6525,2.185,2.115,2.6425,2.34,2.287,0.4965,1.272,3.04,2.735,0.7565,0.581,2.908,4.16735,4.104,4.7525,4.3765,4.95,4.128,4.9515,4.7525,2.65,3.6375,3.8175,3.1825,3.8075,2.8875,2.7475,3.805,2.363,1.166,2.6115,1.1771,1.3011,2.7314,2.685,1.66,2.979,1.861,1.41,1.563,3.12,2.994,2.564,1.314,0.0925,0.0775,0.184,0.6875,1.1,0.07375,1.3325,1.47625,1.201,1.0795,2.568,1.5913,2.601,2.68,1.031,2.308
2012-04-30,2.548,2.595,2.0475,2.4725,2.0575,2.009,2.525,2.1875,2.0395,0.5015,1.094,2.821,2.4983,0.666,0.5475,2.68,3.8776,3.84532,4.4625,4.0975,4.635,3.8134,4.6625,4.43125,2.715,3.605,3.745,3.175,3.7325,2.905,2.789,3.705,2.278,1.094,2.5836,1.0441,1.1525,2.6841,2.6247,1.522,2.943,1.9586,1.595,1.7259,3.075,2.9522,2.5485,1.474,0.075,0.07,0.12875,0.5775,0.98875,0.07,1.22375,1.3775,1.04,0.928,2.5002,1.4203,2.535,2.6002,0.925,2.1902
2012-05-31,2.09,2.135,1.895,2.01,1.7645,1.7685,2.0885,1.85,1.7385,0.5665,1.0015,2.383,2.122,0.6866,0.6175,2.272,3.17534,3.0911,3.8425,3.4275,3.93,3.02435,4.0175,3.7225,2.661,3.2258,3.33,2.8854,3.31,2.693,2.6348,3.295,1.635,0.883,1.826,0.815,0.87,1.89,1.8725,1.12,2.39,1.5185,1.282,1.3534,2.5238,2.4269,2.059,1.256,0.0725,0.0675,0.12,0.4925,0.87,0.065,1.0875,1.2075,0.917,0.862,1.8612,1.1692,1.915,1.931,0.887,1.681
2012-06-29,2.4125,2.47,1.9465,2.3825,1.9205,1.88,2.3955,2.085,1.7745,0.5025,0.964,2.504,2.1955,0.6275,0.547,2.365,3.40214,3.33455,3.9875,3.61,4.1475,3.3637,4.1825,3.94,2.589,3.4,3.51,2.895,3.51,2.6495,2.57,3.49,1.98,0.7458,2.32,0.752,0.8725,2.329,2.298,1.252,2.608,1.5599,1.253,1.3621,2.6948,2.5997,2.1762,1.2325,0.0675,0.065,0.11875,0.5175,0.92,0.065,1.16,1.315,0.9509,0.8555,2.2873,1.306,2.2827,2.3034,0.853,1.9831
2012-07-31,2.32,2.365,1.911,2.293,1.8245,1.8225,2.2725,1.93,1.589,0.393,0.782,2.3245,2.0095,0.473,0.4142,2.1836,3.34292,3.31338,3.8225,3.4925,4.0725,3.3712,4.03,3.91,2.301,3.145,3.265,2.595,3.26,2.325,2.2646,3.285,1.776,0.525,2.235,0.516,0.619,2.194,2.14,0.973,2.516,1.6025,1.335,1.4272,2.6183,2.5272,2.118,1.302,0.06125,0.0575,0.1025,0.48,0.88625,0.06,1.13,1.27,0.69,0.6117,2.207,1.02,2.124,2.181,0.605,1.7717
2012-08-31,2.2825,2.3375,1.7315,2.2525,1.7045,1.6805,2.2325,1.845,1.6595,0.3805,0.773,2.4705,2.12,0.461,0.402,2.31,3.25984,3.22495,3.82375,3.4225,4.0825,3.3067,4.025,3.9225,2.303,3.1602,3.32,2.5952,3.3325,2.353,2.2875,3.3175,1.759,0.548,2.2275,0.55,0.651,2.2054,2.1275,0.99,2.5028,1.668,1.4105,1.4939,2.6162,2.5345,2.18,1.36,0.0675,0.065,0.12625,0.51125,0.935,0.0675,1.17625,1.32125,0.5897,0.4989,2.1866,0.934,2.087,2.153,0.494,1.7126
2012-09-28,2.24,2.255,1.4545,2.2225,1.45,1.4075,2.1125,1.6425,1.704,0.3385,0.765,2.602,2.214,0.439,0.367,2.4265,3.115,3.02815,3.6925,3.27185,3.965,3.0751,3.915,3.805,2.152,3.192,3.3775,2.5446,3.3775,2.2447,2.157,3.3675,1.855,0.587,2.3725,0.6275,0.735,2.345,2.246,1.108,2.511,1.61,1.3205,1.411,2.6175,2.5195,2.1499,1.2789,0.06875,0.0695,0.125,0.5325,0.95625,0.0675,1.205,1.34375,0.5706,0.457,2.327,0.947,2.166,2.2771,0.409,1.751
2012-10-31,2.2925,2.25,1.369,2.2925,1.417,1.3585,2.08,1.61,1.738,0.331,0.826,2.6045,2.238,0.481,0.387,2.4415,3.09879,3.02,3.74,3.28625,4.075,2.987,3.985,3.9375,2.126,3.22,3.425,2.5775,3.425,2.27,2.17,3.415,1.913,0.619,2.395,0.702,0.826,2.393,2.294,1.169,2.605,1.6412,1.311,1.4116,2.6992,2.5943,2.2005,1.265,0.07,0.064,0.13,0.5775,1.05,0.0675,1.32875,1.5075,0.5935,0.4736,2.3415,0.9545,2.1917,2.3101,0.401,1.7695
