Date,SKSW20 BGN Curncy,SKSW15 BGN Curncy,SKSW1 BGN Curncy,SKSW30 BGN Curncy,SKSW3 BGN Curncy,SKSW2 BGN Curncy,SKSW10 BGN Curncy,SKSW5 BGN Curncy,USSW10 BGN Curncy,USSW1 BGN Curncy,USSW5 BGN Curncy,USSW30 BGN Curncy,USSW15 BGN Curncy,USSW3 BGN Curncy,USSW2 BGN Curncy,USSW20 BGN Curncy,ADSW3 BGN Curncy,ADSW2 BGN Curncy,ADSW10 BGN Curncy,ADSW5 BGN Curncy,ADSW20 BGN Curncy,ADSW1 BGN Curncy,ADSW15 BGN Curncy,ADSW30 BGN Curncy,NKSW1 BGN Curncy,NKSW10 BGN Curncy,NKSW20 BGN Curncy,NKSW5 BGN Curncy,NKSW15 BGN Curncy,NKSW3 BGN Curncy,NKSW2 BGN Curncy,NKSW30 BGN Curncy,DKSW10 BGN Curncy,DKSW1 BGN Curncy,DKSW30 BGN Curncy,DKSW2 BGN Curncy,DKSW3 BGN Curncy,DKSW20 BGN Curncy,DKSW15 BGN Curncy,DKSW5 BGN Curncy,CDSW30 BGN Curncy,CDSW5 BGN Curncy,CDSW2 BGN Curncy,CDSW3 BGN Curncy,CDSW20 BGN Curncy,CDSW15 BGN Curncy,CDSW10 BGN Curncy,CDSW1 BGN Curncy,JYSO3 BGN Curncy,JYSO2 BGN Curncy,JYSO5 BGN Curncy,JYSO10 BGN Curncy,JYSO15 BGN Curncy,JYSO1 BGN Curncy,JYSO20 BGN Curncy,JYSO30 BGN Curncy,EUSA3 BGN Curncy,EUSA2 BGN Curncy,EUSA30 BGN Curncy,EUSA5 BGN Curncy,EUSA15 BGN Curncy,EUSA20 BGN Curncy,EUSA1 BGN Curncy,EUSA10 BGN Curncy
2012-11-30,2.34,2.295,1.305,2.358,1.3555,1.2925,2.0665,1.57,1.6648,0.331,0.755,2.579,2.1815,0.4425,0.37,2.4004,3.14928,3.067,3.7675,3.34,4.145,3.06866,4.045,4.0225,2.114,3.1202,3.335,2.505,3.345,2.22,2.135,3.33,1.758,0.426,2.3135,0.565,0.666,2.289,2.169,0.996,2.534,1.621,1.3235,1.4193,2.625,2.524,2.144,1.2736,0.0625,0.0613,0.1025,0.53375,1.02375,0.064,1.33125,1.54125,0.5182,0.4096,2.2908,0.852,2.1062,2.2418,0.353,1.6652
2012-12-31,2.327,2.278,1.2,2.347,1.303,1.222,2.033,1.5225,1.816,0.328,0.841,2.8035,2.359,0.4925,0.3915,2.594,3.0475,2.907,3.8275,3.29,4.285,2.7765,4.125,4.315,2.022,3.125,3.345,2.48,3.345,2.1925,2.095,3.34,1.6725,0.433,2.2737,0.557,0.655,2.235,2.09,0.919,2.6255,1.704,1.4025,1.4976,2.723,2.6224,2.2454,1.329,0.061,0.057,0.14625,0.66,1.15375,0.06,1.4625,1.6925,0.469,0.375,2.233,0.77,2.01,2.163,0.326,1.57
2013-01-31,2.7375,2.665,1.211,2.77,1.548,1.365,2.415,1.8925,2.063,0.342,1.029,3.007,2.599,0.5785,0.434,2.827,3.105,3.0239,4.0,3.455,4.52,2.8543,4.3325,4.5975,2.105,3.43,3.65,2.8297,3.645,2.47,2.28,3.675,2.074,0.632,2.5163,0.921,1.078,2.497,2.4075,1.394,2.838,1.8204,1.424,1.556,2.938,2.823,2.4216,1.31,0.06,0.0575,0.1125,0.6,1.11125,0.05875,1.455,1.7425,0.8531,0.698,2.433,1.1875,2.277,2.3964,0.512,1.907
2013-02-28,2.748,2.6325,1.255,2.815,1.5305,1.3715,2.363,1.8205,1.9665,0.32,0.924,2.946,2.519,0.501,0.3828,2.7595,3.098,2.9475,3.95,3.41,4.45,2.8425,4.295,4.5,2.04,3.291,3.525,2.621,3.495,2.275,2.125,3.515,1.905,0.547,2.46,0.647,0.773,2.427,2.317,1.111,2.812,1.6283,1.2421,1.3625,2.867,2.728,2.2824,1.24,0.06125,0.05688,0.125,0.5525,1.02375,0.05625,1.34625,1.55125,0.571,0.444,2.3949,0.918,2.1908,2.344,0.355,1.748
2013-03-29,2.675,2.553,1.315,2.7625,1.538,1.4175,2.305,1.79,2.007,0.351,0.9538,2.993,2.575,0.5347,0.42,2.807,3.3095,3.169,4.0425,3.5575,4.4525,3.0693,4.3275,4.495,1.95,3.165,3.4175,2.4525,3.4,2.125,1.9975,3.43,1.814,0.461,2.37,0.656,0.766,2.344,2.212,1.082,2.813,1.6805,1.316,1.4292,2.881,2.739,2.304,1.2719,0.0713,0.065,0.14,0.505,0.9275,0.06125,1.235,1.45,0.607,0.498,2.321,0.92,2.101,2.2535,0.408,1.673
2013-04-30,2.443,2.32,1.185,2.553,1.3405,1.235,2.0635,1.5735,1.848,0.295,0.837,2.81,2.391,0.454,0.348,2.626,3.0,2.846,3.795,3.27,4.23,2.797,4.0675,4.2325,1.852,2.92,3.195,2.2425,3.155,1.954,1.86,3.215,1.606,0.477,2.197,0.5465,0.631,2.147,2.016,0.9095,2.649,1.5885,1.273,1.3645,2.71,2.5707,2.1605,1.255,0.11875,0.08625,0.21625,0.5525,0.97,0.0775,1.285,1.49,0.474,0.392,2.149,0.751,1.911,2.067,0.328,1.476
2013-05-31,2.753,2.623,1.2175,2.858,1.4785,1.3275,2.3575,1.7975,2.305,0.3364,1.2063,3.215,2.83,0.6585,0.4585,3.05,3.006,2.7875,3.945,3.3675,4.415,2.6975,4.3025,4.485,1.894,3.1175,3.37,2.435,3.345,2.09,1.97,3.37,1.8915,0.474,2.45,0.596,0.748,2.43,2.298,1.114,2.958,1.8875,1.4265,1.575,3.0395,2.9225,2.523,1.3223,0.1475,0.1035,0.30125,0.74875,1.155,0.084,1.41688,1.59875,0.5825,0.4385,2.3948,0.933,2.169,2.3298,0.33,1.7268
2013-06-28,3.015,2.925,1.3145,3.045,1.7585,1.52,2.7295,2.1885,2.697,0.3575,1.566,3.448,3.17,0.819,0.511,3.336,3.135,2.8795,4.3225,3.575,4.6,2.7125,4.608,4.6,1.832,3.245,3.475,2.6,3.45,2.185,1.9819,3.48,2.2175,0.514,2.5875,0.817,1.011,2.626,2.558,1.462,3.2975,2.25,1.5615,1.7989,3.4075,3.314,2.93,1.342,0.135,0.11,0.2675,0.73313,1.15625,0.0863,1.435,1.6125,0.7865,0.598,2.505,1.221,2.382,2.49,0.438,2.005
2013-07-31,2.973,2.883,1.2725,3.0125,1.6625,1.448,2.6595,2.09,2.7705,0.3325,1.552,3.617,3.281,0.7728,0.4775,3.476,2.918,2.67,4.145,3.37,4.475,2.527,4.43,4.465,1.834,3.32,3.555,2.605,3.525,2.16,1.965,3.515,2.1975,0.492,2.575,0.756,0.951,2.641,2.567,1.421,3.376,2.2025,1.5146,1.7484,3.4535,3.34,2.932,1.351,0.1275,0.1,0.23125,0.70375,1.135,0.08375,1.41688,1.605,0.717,0.553,2.4822,1.1623,2.365,2.4752,0.409,1.9582
2013-08-30,3.155,3.09,1.3925,3.197,1.9485,1.668,2.8855,2.3655,2.981,0.3395,1.8075,3.7205,3.438,0.969,0.568,3.608,3.098,2.7914,4.4175,3.6,4.8,2.565,4.7125,4.7775,1.921,3.48,3.675,2.81,3.665,2.37,2.145,3.66,2.457,0.649,2.7815,0.878,1.121,2.8725,2.8275,1.65,3.5095,2.3148,1.5238,1.8066,3.6028,3.4923,3.0643,1.319,0.12,0.0955,0.21625,0.64313,1.0675,0.0788,1.35375,1.545,0.863,0.626,2.7135,1.365,2.599,2.7135,0.442,2.1905
2013-09-30,3.083,3.0145,1.3175,3.105,1.8175,1.558,2.7985,2.2525,2.764,0.3155,1.5375,3.657,3.2835,0.7628,0.4604,3.498,3.1075,2.81,4.3275,3.6,4.705,2.555,4.645,4.7275,1.913,3.371,3.535,2.735,3.515,2.2975,2.08,3.525,2.3525,0.632,2.7625,0.805,1.0225,2.8075,2.7275,1.5295,3.5425,2.241,1.467,1.738,3.605,3.4728,3.0304,1.299,0.112,0.086,0.20625,0.6075,1.0375,0.0725,1.325,1.52875,0.7455,0.55,2.612,1.218,2.474,2.596,0.415,2.061
2013-10-31,2.958,2.888,1.265,2.9875,1.688,1.453,2.6685,2.093,2.7,0.292,1.465,3.6015,3.2205,0.698,0.4255,3.437,3.2505,2.917,4.46,3.75,4.84,2.665,4.77,4.8725,1.858,3.255,3.4325,2.6,3.425,2.2,2.0,3.4425,2.199,0.582,2.743,0.719,0.91,2.74,2.617,1.366,3.4565,2.0895,1.3917,1.6138,3.5113,3.371,2.901,1.286,0.0913,0.08,0.16,0.49375,0.91875,0.0713,1.22,1.42,0.658,0.493,2.62,1.099,2.415,2.566,0.385,1.97
2013-11-29,2.953,2.875,1.115,3.0025,1.5235,1.28,2.623,1.9685,2.832,0.2687,1.471,3.745,3.363,0.656,0.377,3.5825,3.248,2.915,4.595,3.7975,5.02,2.64,4.925,5.05,1.785,3.165,3.395,2.45,3.375,2.04,1.865,3.35,2.19,0.5025,2.7581,0.614,0.797,2.766,2.63,1.263,3.5615,2.0445,1.361,1.5566,3.59,3.438,2.954,1.276,0.085,0.0745,0.1625,0.525,0.95375,0.0675,1.27125,1.47375,0.5965,0.4305,2.61,1.054,2.429,2.578,0.353,1.968
2013-12-31,3.2025,3.1225,1.013,3.2525,1.58,1.264,2.8725,2.18,3.0975,0.312,1.7865,3.929,3.595,0.876,0.49,3.802,3.359,2.961,4.585,3.77,4.985,2.6619,4.9325,5.0075,1.777,3.365,3.6075,2.605,3.5975,2.115,1.9,3.6,2.393,0.537,2.898,0.716,0.957,2.918,2.805,1.5,3.6715,2.292,1.393,1.6769,3.7625,3.6425,3.1933,1.265,0.11125,0.081,0.23125,0.66875,1.10625,0.07,1.3975,1.62375,0.755,0.53,2.7309,1.2591,2.583,2.716,0.414,2.1551
2014-01-31,2.933,2.857,0.991,2.983,1.4755,1.2,2.5985,1.9615,2.7855,0.2835,1.607,3.5965,3.266,0.8185,0.4595,3.4645,3.1675,2.868,4.3875,3.6425,4.8375,2.675,4.745,4.8625,1.734,3.08,3.3605,2.395,3.345,1.98,1.8,3.2855,2.158,0.5385,2.733,0.637,0.815,2.725,2.585,1.281,3.3755,1.918,1.249,1.4412,3.4133,3.262,2.782,1.2119,0.09,0.0725,0.1575,0.54,0.9725,0.06875,1.25875,1.47875,0.5826,0.436,2.5101,1.015,2.334,2.483,0.378,1.88
2014-02-28,2.9195,2.8375,0.95,2.963,1.4154,1.1485,2.5795,1.9025,2.761,0.2665,1.6005,3.571,3.24,0.8115,0.4497,3.4395,3.114,2.8572,4.385,3.595,4.8325,2.7079,4.735,4.8575,1.838,3.1751,3.455,2.5204,3.445,2.11,1.94,3.385,2.114,0.5319,2.712,0.653,0.837,2.694,2.546,1.262,3.37,1.943,1.315,1.4994,3.391,3.237,2.778,1.2465,0.0775,0.0675,0.15,0.54375,0.975,0.065,1.27187,1.49375,0.606,0.461,2.485,0.9999,2.282,2.438,0.394,1.84
2014-03-31,2.828,2.745,0.897,2.875,1.326,1.0735,2.4725,1.8,2.8415,0.27,1.8025,3.5415,3.261,0.9915,0.545,3.434,3.274,3.01,4.415,3.71,4.8425,2.7498,4.74,4.8925,1.874,3.13,3.41,2.525,3.38,2.145,1.975,3.3355,2.046,0.5585,2.67,0.663,0.83,2.651,2.493,1.222,3.3915,2.0475,1.369,1.5832,3.4135,3.272,2.8375,1.275,0.08,0.065,0.175,0.58625,1.0175,0.061,1.32063,1.53875,0.6114,0.478,2.448,0.9718,2.228,2.391,0.412,1.7815
2014-04-30,2.7225,2.6225,0.825,2.768,1.166,0.94,2.3175,1.62,2.754,0.2605,1.757,3.448,3.161,0.9735,0.531,3.3345,3.156,2.9251,4.215,3.53,4.6225,2.7566,4.5225,4.6725,1.916,3.09,3.37,2.478,3.355,2.128,1.98,3.3,1.968,0.5505,2.604,0.629,0.763,2.562,2.403,1.152,3.3545,2.034,1.389,1.5933,3.3561,3.2081,2.784,1.285,0.08375,0.0663,0.16625,0.5225,0.945,0.0625,1.25063,1.48125,0.57,0.448,2.367,0.9156,2.145,2.308,0.4108,1.707
2014-05-30,2.61,2.4825,0.7825,2.665,1.07,0.88,2.16,1.46,2.5875,0.2655,1.6205,3.3075,3.003,0.9095,0.513,3.186,3.0155,2.849,4.015,3.3585,4.435,2.72055,4.3225,4.475,1.945,2.965,3.245,2.385,3.215,2.09,1.977,3.24,1.822,0.508,2.496,0.54,0.653,2.443,2.28,0.993,3.2075,1.904,1.3603,1.537,3.2007,3.0584,2.647,1.2715,0.07625,0.06375,0.13875,0.46438,0.885,0.06125,1.195,1.43625,0.458,0.37,2.258,0.762,2.011,2.189,0.355,1.556
2014-06-30,2.5525,2.4025,0.69,2.603,0.9565,0.786,2.0675,1.3425,2.631,0.286,1.702,3.3303,3.0335,0.9973,0.583,3.212,2.961,2.812,3.9225,3.29,4.35,2.697,4.23,4.4025,1.787,2.792,3.1,2.15,3.06,1.855,1.775,3.11,1.757,0.548,2.446,0.571,0.654,2.386,2.207,0.94,3.26,1.9464,1.423,1.6028,3.228,3.0795,2.6696,1.292,0.068,0.0625,0.1025,0.44125,0.8575,0.06,1.17125,1.43,0.3855,0.311,2.182,0.6542,1.896,2.088,0.289,1.44
2014-07-31,2.4225,2.2625,0.5075,2.488,0.81,0.63,1.9175,1.1925,2.6978,0.3372,1.884,3.2987,3.048,1.197,0.7287,3.2013,2.964,2.8004,3.8775,3.275,4.305,2.669,4.17,4.3725,1.701,2.655,2.95,2.052,2.915,1.788,1.71,2.96,1.694,0.5735,2.354,0.612,0.687,2.292,2.122,0.944,3.158,1.9345,1.4125,1.5997,3.142,2.996,2.5989,1.292,0.06,0.05625,0.10625,0.4125,0.83125,0.056,1.14625,1.40875,0.4059,0.336,2.073,0.648,1.8035,1.986,0.308,1.3745
2014-08-29,2.138,1.978,0.4675,2.17,0.695,0.55,1.638,1.005,2.497,0.3345,1.7735,3.068,2.821,1.153,0.7135,2.968,2.906,2.749,3.66,3.1875,4.1,2.645,3.95,4.1725,1.838,2.585,2.89,2.12,2.825,1.935,1.862,2.89,1.427,0.5195,2.095,0.544,0.611,1.985,1.805,0.81,3.0215,1.8837,1.4258,1.5878,2.9981,2.8461,2.459,1.3051,0.06125,0.05875,0.11125,0.3775,0.775,0.05625,1.09938,1.37125,0.321,0.2655,1.76,0.5035,1.464,1.6415,0.247,1.0895
2014-09-30,2.2675,2.1,0.455,2.348,0.7025,0.545,1.7475,1.055,2.64,0.3596,1.9329,3.19,2.9453,1.2951,0.818,3.088,3.0,2.883,3.84,3.3125,4.2925,2.784,4.1225,4.365,1.76,2.5625,2.8725,2.065,2.8275,1.8575,1.7775,2.9,1.463,0.443,2.1925,0.471,0.529,2.094,1.897,0.746,3.1135,1.992,1.447,1.652,3.1,2.9649,2.5985,1.2935,0.06625,0.0625,0.125,0.42,0.8225,0.0594,1.1475,1.4075,0.247,0.1928,1.913,0.446,1.579,1.7905,0.175,1.139
2014-10-31,2.0275,1.853,0.264,2.098,0.442,0.33,1.4875,0.76,2.481,0.3245,1.7565,3.057,2.795,1.137,0.708,2.945,2.899,2.811,3.72,3.185,4.18,2.759,4.005,4.27,1.561,2.349,2.69,1.783,2.6225,1.589,1.53,2.7,1.38,0.455,2.085,0.486,0.539,1.9725,1.785,0.725,2.9821,1.9235,1.4079,1.5849,2.9883,2.873,2.5138,1.2892,0.045,0.045,0.0975,0.36,0.74875,0.046,1.05188,1.295,0.2689,0.218,1.81,0.437,1.476,1.681,0.193,1.0645
2014-11-28,1.928,1.728,0.264,2.008,0.4,0.305,1.328,0.6651,2.3,0.3335,1.622,2.875,2.612,1.069,0.6915,2.7635,2.78,2.748,3.465,2.985,3.935,2.742,3.7575,4.04,1.538,2.1751,2.52,1.6752,2.4425,1.5075,1.48,2.52,1.2181,0.4535,1.8888,0.477,0.532,1.78,1.595,0.684,2.839,1.794,1.3865,1.5334,2.8244,2.698,2.3395,1.31,0.055,0.054,0.11125,0.3625,0.725,0.05375,1.01563,1.24563,0.257,0.208,1.624,0.3969,1.29,1.4882,0.182,0.908
2014-12-31,1.815,1.597,0.24,1.9,0.365,0.2675,1.2635,0.6475,2.285,0.44,1.7717,2.7,2.508,1.2865,0.8939,2.6205,2.517,2.543,3.1375,2.68,3.5975,2.662,3.435,3.6975,1.2242,1.915,2.2625,1.395,2.175,1.22,1.195,2.2625,1.1354,0.408,1.7,0.4225,0.4815,1.61,1.4503,0.652,2.7455,1.772,1.4364,1.5595,2.7295,2.6151,2.271,1.337,0.065,0.053,0.11,0.33,0.63375,0.053,0.89563,1.095,0.2204,0.182,1.467,0.3581,1.1527,1.325,0.164,0.819
2015-01-30,1.4725,1.271,0.0575,1.5625,0.216,0.099,0.953,0.431,1.7873,0.396,1.331,2.15,1.9805,0.963,0.6915,2.0775,2.332,2.2275,2.735,2.4225,3.025,2.432,2.9375,3.0975,1.0136,1.668,2.01,1.171,1.913,1.005,0.982,2.02,0.835,0.052,1.325,0.103,0.186,1.25,1.12,0.3725,2.217,1.058,0.8065,0.8662,2.1356,2.0094,1.658,0.8235,0.06,0.0463,0.12,0.30625,0.6075,0.04625,0.87063,1.08938,0.1912,0.152,1.176,0.301,0.927,1.068,0.14,0.67
2015-02-27,1.64,1.455,0.056,1.74,0.2625,0.1375,1.135,0.557,2.12,0.4755,1.6495,2.4835,2.323,1.22,0.874,2.416,2.193,2.083,2.82,2.4075,3.175,2.184,3.0525,3.24,1.1572,1.865,2.22,1.385,2.125,1.17,1.13,2.22,0.8225,-0.0023,1.3325,0.087,0.18,1.23,1.09,0.37,2.349,1.121,0.8616,0.925,2.272,2.1425,1.7635,0.865,0.0569,0.05375,0.1175,0.36,0.7025,0.05625,0.9875,1.2225,0.1349,0.098,1.2209,0.268,0.9559,1.1,0.095,0.6829
2015-03-31,1.3675,1.2225,-0.115,1.468,0.0775,-0.0575,0.9725,0.4025,2.0245,0.463,1.532,2.3888,2.227,1.1161,0.808,2.3205,2.1,1.9325,2.7,2.2975,3.0025,2.064,2.91,3.0575,1.2272,1.845,2.1565,1.475,2.05,1.26,1.2,2.19,0.8097,0.072,1.0425,0.158,0.2425,1.03,0.9726,0.43,2.387,1.183,0.8743,0.954,2.3405,2.211,1.817,0.8815,0.0975,0.075,0.1775,0.43,0.7275,0.064,0.98813,1.1975,0.121,0.0827,0.804,0.2445,0.721,0.781,0.08,0.556
2015-04-30,1.48,1.3175,-0.192,1.5793,0.0735,-0.0875,1.048,0.425,2.123,0.4731,1.582,2.5265,2.345,1.1395,0.8225,2.448,2.34,2.0975,2.9525,2.5175,3.2725,2.23,3.1825,3.32,1.3508,2.11,2.37,1.7305,2.2725,1.4545,1.365,2.385,0.9147,0.0227,1.285,0.124,0.235,1.24,1.129,0.47,2.548,1.4095,1.05,1.155,2.531,2.4052,2.0304,0.998,0.077,0.06,0.14125,0.40313,0.69875,0.056,0.97813,1.1725,0.152,0.093,1.0159,0.2929,0.8609,0.9579,0.0695,0.654
2015-05-29,1.765,1.585,-0.2425,1.8705,0.07,-0.1175,1.244,0.495,2.2145,0.487,1.634,2.6495,2.453,1.1715,0.8505,2.567,2.268,2.176,3.025,2.5275,3.43,2.155,3.3,3.48,1.3208,2.102,2.32,1.664,2.254,1.3876,1.304,2.375,1.13,0.099,1.545,0.211,0.3125,1.5225,1.415,0.549,2.583,1.366,0.9809,1.0942,2.575,2.439,2.056,0.9385,0.0675,0.057,0.1425,0.42188,0.7725,0.055,1.05,1.2825,0.165,0.101,1.2876,0.35,1.1295,1.241,0.071,0.8525
2015-06-30,2.1575,1.9725,-0.2125,2.247,0.195,-0.05,1.608,0.74,2.464,0.514,1.7865,2.939,2.7291,1.2535,0.9035,2.849,2.404,2.312,3.37,2.7675,3.74,2.238,3.63875,3.7925,1.2491,2.3914,2.61,1.7967,2.54,1.407,1.275,2.67,1.4825,0.0985,1.975,0.25,0.41,1.9525,1.836,0.755,2.729,1.343,0.906,1.0274,2.7317,2.595,2.1651,0.862,0.0875,0.0631,0.1825,0.49375,0.83,0.06,1.09875,1.31875,0.2228,0.125,1.69,0.5005,1.499,1.64,0.076,1.15
2015-07-31,1.94,1.745,-0.255,2.045,0.0575,-0.155,1.361,0.5425,2.2665,0.5415,1.6665,2.7115,2.5138,1.206,0.895,2.6275,2.298,2.212,3.08,2.535,3.4525,2.192,3.3475,3.4925,1.1431,2.1147,2.3545,1.535,2.2775,1.245,1.155,2.39,1.318,0.1715,1.807,0.274,0.3844,1.789,1.653,0.69,2.5469,1.17,0.7312,0.8638,2.5235,2.3767,1.9423,0.665,0.0675,0.063,0.1425,0.4375,0.785,0.0631,1.05875,1.28625,0.169,0.094,1.4888,0.3985,1.3153,1.451,0.0535,0.9847
2015-08-31,1.9,1.7095,-0.3225,2.015,0.0025,-0.2,1.3445,0.4955,2.2737,0.549,1.6505,2.7325,2.529,1.192,0.892,2.644,2.163,2.09,3.035,2.4525,3.4475,2.085,3.3175,3.4775,0.9993,1.98,2.245,1.37,2.155,1.08,0.995,2.28,1.44,0.2125,1.9575,0.35,0.455,1.925,1.772,0.7675,2.593,1.154,0.7255,0.843,2.542,2.3996,1.9563,0.651,0.06375,0.0575,0.135,0.43,0.775,0.06375,1.05,1.29,0.1835,0.137,1.6498,0.4678,1.4748,1.6138,0.047,1.1296
2015-09-30,2.002,1.7845,-0.295,2.1099,0.0255,-0.17,1.3575,0.495,2.0027,0.4965,1.3853,2.5192,2.2825,0.983,0.7484,2.416,2.149,2.084,2.875,2.3775,3.245,2.121,3.1225,3.2625,0.9846,1.9083,2.2075,1.2726,2.13,1.005,0.945,2.23,1.308,0.2245,1.8485,0.3095,0.415,1.8125,1.665,0.6815,2.426,1.157,0.7955,0.904,2.407,2.2695,1.853,0.7465,0.05,0.04125,0.1175,0.3875,0.73,0.053,1.00313,1.23125,0.122,0.048,1.5244,0.347,1.3294,1.4846,0.024,0.9636
2015-10-30,2.04,1.8049,-0.324,2.163,-0.035,-0.215,1.3325,0.428,2.0615,0.5545,1.496,2.5325,2.3177,1.1041,0.847,2.442,2.13,2.067,2.9,2.3625,3.295,2.071,3.17875,3.3025,0.9377,1.905,2.175,1.295,2.11,1.01,0.94,2.202,1.247,0.1195,1.805,0.205,0.3275,1.775,1.6222,0.6,2.494,1.2107,0.8552,0.9542,2.4761,2.3428,1.9195,0.811,0.04,0.0413,0.09125,0.35688,0.69375,0.055,0.96375,1.185,0.0416,-0.0204,1.501,0.2709,1.2766,1.442,-0.028,0.9007
2015-11-30,2.112,1.8315,-0.3975,2.27,-0.075,-0.2775,1.3425,0.415,2.067,0.69,1.5668,2.525,2.3125,1.2325,0.9925,2.4315,2.355,2.302,2.9775,2.5413,3.365,2.32,3.235,3.3825,0.9453,1.785,2.072,1.195,2.01,0.945,0.9,2.105,1.165,0.043,1.798,0.08,0.176,1.745,1.5675,0.4605,2.457,1.212,0.8853,0.9815,2.436,2.3015,1.8825,0.825,0.034,0.036,0.07875,0.32875,0.6625,0.05,0.93313,1.15625,-0.0635,-0.119,1.5,0.1719,1.255,1.439,-0.101,0.843
2015-12-31,2.33,2.0825,-0.294,2.495,0.14,-0.1235,1.633,0.72,2.185,0.866,1.7275,2.619,2.4205,1.4098,1.1765,2.5315,2.388,2.338,3.0808,2.6088,3.486,2.373,3.3463,3.5275,0.9363,1.87,2.16,1.26,2.095,0.98,0.915,2.18,1.329,0.118,1.9075,0.1986,0.3305,1.881,1.717,0.64,2.499,1.182,0.8346,0.936,2.4795,2.3164,1.879,0.7945,0.0444,0.04625,0.0875,0.30625,0.62,0.058,0.87938,1.09125,0.0625,-0.035,1.6076,0.3318,1.3987,1.5664,-0.057,1.001
2016-01-29,1.9525,1.7125,-0.392,2.11,-0.0935,-0.295,1.2675,0.3801,1.7955,0.694,1.2889,2.267,2.0485,1.0,0.8401,2.171,2.207,2.208,2.7325,2.34625,3.12625,2.289,3.0025,3.17,0.96,1.63,1.902,1.115,1.837,0.905,0.885,1.92,1.035,0.0955,1.575,0.1195,0.1875,1.554,1.41,0.41,2.215,0.9542,0.7045,0.7584,2.1835,2.0322,1.601,0.705,-0.0581,-0.065,0.02625,0.17563,0.54187,-0.05,0.74313,0.97375,-0.121,-0.173,1.258,0.0775,1.0465,1.2055,-0.154,0.672
2016-02-29,1.76,1.536,-0.52,1.915,-0.2455,-0.4305,1.0855,0.2045,1.5747,0.7415,1.1341,2.0858,1.8373,0.9252,0.8303,1.9762,2.138,2.147,2.52,2.223,2.87,2.261,2.75,2.915,0.9625,1.525,1.803,1.055,1.725,0.855,0.8298,1.825,0.87,0.0603,1.323,0.075,0.1339,1.306,1.1875,0.319,1.885,0.8855,0.7954,0.807,1.885,1.7501,1.3777,0.806,-0.325,-0.304,-0.27,-0.02625,0.2475,-0.2156,0.475,0.67,-0.1846,-0.216,0.994,-0.0325,0.8295,0.954,-0.19,0.4985
2016-03-31,1.8503,1.613,-0.457,2.0075,-0.1651,-0.3425,1.138,0.2815,1.638,0.74,1.172,2.137,1.8977,0.948,0.842,2.0305,2.253,2.258,2.6125,2.33375,2.9575,2.338,2.844,3.0275,0.93,1.41,1.655,0.945,1.595,0.79,0.79,1.692,0.893,0.0865,1.38,0.1185,0.175,1.349,1.23,0.3475,2.054,0.9732,0.8685,0.885,2.0297,1.887,1.494,0.8806,-0.2225,-0.205,-0.15875,0.02875,0.25125,-0.14,0.40438,0.5125,-0.115,-0.151,1.0246,0.023,0.8686,0.9936,-0.147,0.551
2016-04-29,1.935,1.683,-0.428,2.132,-0.0895,-0.2885,1.24,0.375,1.716,0.783,1.2677,2.213,1.975,1.0402,0.919,2.1095,2.212,2.195,2.645,2.35,2.9525,2.225,2.85,3.025,1.0475,1.695,1.935,1.215,1.875,1.0246,0.985,1.974,1.003,0.0642,1.605,0.13,0.197,1.5484,1.3988,0.3902,2.218,1.1961,1.0424,1.0745,2.237,2.0933,1.6978,1.0088,-0.24375,-0.235,-0.18,0.01625,0.195,-0.185,0.33,0.45375,-0.091,-0.134,1.235,0.073,1.0365,1.191,-0.145,0.66
2016-05-31,1.8035,1.555,-0.459,1.993,-0.145,-0.3275,1.115,0.265,1.703,0.871,1.3385,2.166,1.9383,1.1495,1.0294,2.067,2.034,2.026,2.435,2.13,2.74,2.071,2.625,2.81,1.061,1.63,1.86,1.2,1.795,1.0347,1.0002,1.905,0.852,,1.4475,0.0755,0.1275,1.4025,1.2425,0.2925,2.037,1.1096,0.9883,1.016,2.0766,1.9377,1.5674,0.955,-0.26875,-0.26,-0.2175,-0.0325,0.12625,-0.204,0.26375,0.3825,-0.13,-0.161,1.114,0.0062,0.911,1.064,-0.161,0.54
2016-06-30,1.3935,1.16,-0.529,1.55,-0.3155,-0.4465,0.7365,-0.0055,1.365,0.675,0.9823,1.8285,1.598,0.8072,0.7335,1.7265,1.959,1.968,2.17375,1.98125,2.43375,2.037,2.33625,2.50063,1.015,1.3304,1.57,0.944,1.505,0.865,0.886,1.615,0.6448,-0.0172,1.1,-0.0175,0.0175,1.077,0.9663,0.18,1.726,0.9215,0.8595,0.8683,1.7793,1.6474,1.2937,0.873,-0.311,-0.293,-0.31,-0.19625,-0.11,-0.2381,-0.045,-0.00625,-0.2017,-0.201,0.8621,-0.077,0.726,0.842,-0.193,0.408
2016-07-29,1.308,1.073,-0.561,1.463,-0.3535,-0.4735,0.637,-0.0702,1.352,0.8245,1.052,1.738,1.5465,0.9333,0.8805,1.6563,1.893,1.915,2.07,1.87,2.3,1.972,2.22,2.3475,1.065,1.3225,1.55,0.989,1.49,0.9326,0.9598,1.595,0.5638,-0.0381,1.0075,-0.0134,0.011,0.9863,0.875,0.1315,1.636,0.9456,0.9054,0.9072,1.706,1.5862,1.261,0.9173,-0.222,-0.2125,-0.2325,-0.14375,-0.01125,-0.1625,0.07375,0.1175,-0.2173,-0.2174,0.7056,-0.152,0.5686,0.686,-0.201,0.264
