latent_dim_1,latent_dim_2
-0.024366677,1.7618124
0.029861838,0.8352961
-0.012976795,0.16180122
0.027819887,0.8399148
-0.014935091,0.16440333
0.014271691,1.0452714
-0.029146433,-0.0226513
-0.026038438,-1.2788727
0.018805772,-1.6190542
0.026716575,-1.6105864
-0.02604045,0.002027614
0.033334285,-0.06209661
0.0050556213,1.3572586
0.029755503,-0.0008633295
0.0067632645,1.2417058
0.03559281,-0.093984045
-0.060392722,-0.9955536
-0.0042768717,1.3069364
-0.05025226,-0.69192046
-0.04504329,-0.8336408
0.002416417,1.6290402
-0.015382826,0.17938197
0.039553344,-0.42129886
-0.008775607,-1.0372318
-0.016263619,-0.10667943
0.01487866,0.72632074
-0.058516607,-1.0336276
-0.03618279,-0.9974527
-0.008274183,1.4831328
0.026939929,0.49361974
-0.032387435,-0.10450217
-0.0307699,-0.043203104
0.032080427,-0.13117087
0.02588275,0.44168723
0.053412363,-0.16056329
-0.0029242784,-1.1165113
-0.0034726262,1.0648751
-0.031926945,-1.0709516
0.027709022,0.5575094
0.02615036,-0.09492232
0.020992413,-0.0051527782
0.010087818,0.3025034
0.03440292,-0.46830094
0.027024522,0.6942288
0.024601117,0.42943615
-0.056685507,2.3648062
-0.019813657,0.0035886085
-0.0015230626,1.2047887
-0.034060255,-0.3268237
-0.023556247,-1.1162958
0.015129343,1.4198112
0.022487506,-1.2368243
0.024622872,0.41080624
0.034193113,-0.08531655
0.001629144,1.3229917
0.024287254,0.6231413
0.02697575,0.9732652
-0.03644125,-0.50076425
-0.024512425,-1.1739628
-0.048603207,-1.1051475
-0.057377577,-0.75098705
0.006547123,0.84587044
0.018958852,0.62332976
0.007941455,0.8280582
-0.037700474,-1.4771855
-0.018762514,-0.88227415
-0.005904421,1.4347992
0.033934772,-0.8286409
-0.00020720065,0.024195574
0.0031137764,-0.19630387
0.033081755,-0.13003272
-0.010934457,-1.5617946
0.008279875,-1.0469987
0.021796882,0.7512023
0.00024686754,1.4672843
0.026651949,0.45461863
0.022007242,-0.9200454
0.010766596,0.31258875
0.011504248,1.2277071
-0.060561538,-0.62081623
0.017270952,1.2749369
-0.027517453,-0.002758842
-0.0469653,-1.2612026
-0.051191315,-1.0167452
0.00441505,0.31562328
-0.049340755,-1.2148271
0.02860871,0.8101987
0.021299243,0.7788501
-0.0035525262,1.3377362
0.02237542,1.0477477
-0.0074655116,0.94263893
0.013077393,-0.10033045
-0.039248735,-1.4472494
0.02747032,-0.6250303
-0.015938967,-0.10590465
-0.020719811,-1.2927421
-0.00037389994,1.879806
-0.029324353,-1.0317142
-0.034696326,-0.99470115
-0.031268016,-2.1777573
-0.02128239,-1.3808591
-0.046812683,-0.7705293
-0.047962368,-1.2750943
-0.013008505,1.6230862
-0.017783105,-1.0153763
-0.02651304,-1.534283
-0.031618997,-0.031844623
0.028172791,0.80646354
-0.011266321,0.19900143
-0.0040249527,1.0025259
-0.037961498,-0.9712688
0.030743584,-0.12277271
-0.02756451,-0.34550303
-0.02321203,-1.3530375
-0.014844328,-1.782775
0.0361775,-0.22427349
0.03235218,-0.69016814
-0.005457893,1.0928088
0.023184404,-0.9564343
0.014869958,-0.0010572057
0.0051107854,-1.7384566
0.0016652048,-0.09013208
0.011026293,-0.23388384
-0.037928507,-0.3408826
0.035115942,-0.2728901
-0.049847722,-0.64895785
0.019334108,1.2038937
-0.002648577,1.8390981
-0.05371715,-1.14658
0.004073888,1.605765
0.026374698,-1.4206434
-0.03023079,-0.046048652
0.007121846,0.38382095
0.0017508417,0.26542127
-0.027395785,-1.031788
0.024827689,0.74196327
-0.03152816,-0.29842043
-0.025548324,-0.062699966
0.02097544,0.5918771
0.026661828,0.71545845
-0.048262313,-1.1263255
-0.041910425,2.0976381
-0.0070230365,1.0143309
-0.054252073,-0.7952751
0.020573944,0.36226332
0.046288833,-1.0745844
0.022516951,-0.94723064
0.01855494,0.35061413
-0.0007581562,1.2469189
-0.048074707,2.2409594
-0.036205366,-0.9975474
0.057218835,-0.28200155
-0.03418894,-0.9836814
0.026369587,0.41684532
0.0042591393,0.030221015
-0.05930294,-1.0081335
-0.034321666,0.11163591
-0.0064704567,1.1759537
0.010136053,-0.01813582
0.025873676,-0.8728134
-0.03998001,2.1335802
-0.04278575,-0.88868266
-0.039304554,-0.997294
0.029237151,-0.77421016
-0.0006621927,-0.20652187
0.027502611,-0.008508789
-0.0063619018,1.4433224
0.028666168,-0.10582754
-0.04889013,-0.829335
0.027741969,0.75711924
0.02686292,0.7226408
-0.03642717,-0.49540776
0.025544807,-0.0756665
-0.0027009696,0.034261465
0.020975634,-0.7920005
0.040035486,-0.21451676
0.0016834885,-0.15139243
-0.03322883,-0.076696225
0.029357582,0.76132923
0.049549863,-0.14146812
-0.01609604,1.82677
0.007062778,0.9071594
0.0066037327,0.85437447
0.0024414659,1.3963668
0.041627213,-0.11473142
0.062854156,-0.34385103
-0.019821882,-1.8269567
-0.05622731,-0.73683506
-0.02244331,-2.0812376
0.025612101,0.7797721
0.00063563883,0.26367533
-0.021618277,-1.3565956
0.030566722,-0.77551883
0.027639523,0.533871
-0.04205583,-0.8359142
-0.06837082,-0.9564254
-0.044858515,-1.3337982
-0.028418422,-1.0784047
-0.01115492,-1.7725292
-0.014283434,-1.7542311
0.01709032,0.35005593
0.013997778,-0.062189642
0.005658418,-0.026465464
-0.00092184544,0.25803298
0.028811842,0.80703074
-0.023575649,-0.012072382
-0.007930279,1.7128303
-0.031434476,-0.9534022
-0.0008689314,-0.2543466
-0.045147583,-0.41231
0.026042879,0.9898037
-0.05349414,-0.68100214
0.007913649,0.8304819
-0.03630303,-0.34910095
-0.014422074,1.7222906
-0.015317947,1.5839082
-0.011549979,0.1355998
0.013221204,-0.09963652
0.053730413,-0.15865338
-0.014976352,1.7987787
-0.0013759434,1.5367123
-0.0013549775,1.4591514
-0.050937593,-0.8541374
-0.028712228,-0.122765355
-0.003912464,0.10344603
0.019873485,-0.03269884
0.016003907,1.187024
0.019448116,-1.4813914
0.0021970868,1.3848636
0.021058619,-0.9533463
-0.0020154864,-0.013706471
-0.03582388,-0.3997236
0.006713003,-0.20285998
0.01171051,0.75504607
0.02787131,0.6190331
-0.0025318414,0.029355295
0.023353785,-0.5954441
0.00781548,1.1427938
-0.013753146,0.20040846
-0.017144024,-1.3679318
-0.02864334,-0.331137
-0.043534055,-0.8118688
0.054844722,-0.16698293
-0.02532342,-0.20356674
-0.0108234435,0.14749947
0.04511425,-0.43385613
-0.024279982,-1.0480427
-0.00026871264,0.040913474
-0.023132563,1.764013
-0.022353098,-0.29459828
-0.006543666,-1.06958
0.020221502,0.6011017
0.025094494,0.4259833
0.013157651,0.037312634
-0.0018780082,0.0704645
0.02794595,0.7799678
-0.05465153,-0.58205193
-0.026693493,-2.1250944
-0.061913863,-0.9817883
-0.024650887,-1.572122
-0.026165634,-1.5054926
-0.036998764,2.0696714
0.0014511198,0.26735216
-0.011674061,-1.8009658
0.02814813,0.7455426
-0.04041086,-0.48006076
-0.048460826,-1.1880571
0.0026045889,1.7248507
0.025389895,0.46515465
-0.0013773143,0.034975935
0.009397373,1.1341897
0.017197639,0.44929153
-0.053855702,-0.7645421
0.0022354126,0.2770763
-0.040923476,-0.88230747
0.030715972,-0.118001774
-0.014826387,-2.0069094
0.0012661517,0.29404134
-0.0095575005,0.20089099
0.01657042,0.40372652
0.019293249,0.5358237
-0.022695169,-0.30614263
0.013000116,0.03196123
0.013233066,-0.050006397
0.020258486,-0.04467425
0.020329565,0.5463406
-0.035916656,-0.5256228
-0.032062158,0.026892945
0.0047129095,-0.24468565
-0.009432256,1.0246866
-0.018387005,-2.0517156
-0.047303542,-1.2042763
-0.00974825,-1.536407
0.026918888,0.7746071
0.00024664402,0.30337882
-0.00063724816,1.7573363
-0.05445063,-0.65105367
-0.04026699,-0.3666631
-0.041063428,2.08327
-0.03336124,-1.03826
-0.00076302886,0.92556465
0.020170048,0.9155626
-0.02738607,-0.25891763
-0.056294993,-0.7177484
0.035398945,-0.71392876
-0.036362663,0.10984795
-0.0041974187,0.99167097
0.023773313,0.41562927
-0.017521933,-1.867793
0.021213919,0.7442493
0.01902008,-1.4156489
-0.0019185394,-0.07086705
-0.0019619465,1.7799658
0.025599673,0.6258959
-0.04502693,2.136413
-0.019032598,1.7700772
0.02631934,0.59909046
0.019697264,-0.034317315
0.054015994,-0.2677964
-0.040807813,2.0887208
-0.022412002,1.7260038
-0.037158713,0.14368682
0.031598285,-0.0634066
0.023282066,-0.9850394
-0.056346595,-0.7524267
-0.04661636,-1.2807815
0.0011072159,0.98197573
0.021322176,-0.035821356
0.00058203936,0.26760614
-0.005315602,0.09616915
-0.009743571,0.1328149
-0.0024059862,-0.12213176
-0.001030162,0.31478673
-0.031136334,0.066661626
0.027945876,0.8288242
0.028151706,0.8714095
0.01868996,0.0008183215
0.032391876,-0.10298435
-0.011469826,0.2319509
0.004316643,1.1277268
-0.022484705,-1.3484958
0.025330365,0.42091268
-0.03092818,-0.057757173
0.019406721,-0.043496028
-0.0013294369,1.1259121
0.01746513,-1.3560125
0.02664268,0.68235433
-0.034985512,-0.11101836
-0.019845769,1.7485013
0.051658824,-0.2503298
0.00799568,-0.17491701
-0.044742644,2.1814559
0.026120633,-0.8323784
-0.035428718,-0.31712562
-0.023800224,1.860816
0.027504921,0.5904211
0.002159834,0.27512115
0.014771432,1.4770435
0.025774688,0.6848955
-0.0383496,-0.95837563
-0.051708445,-1.2113012
-0.0031017512,0.932846
-0.053708717,-1.1230251
0.019719243,0.4270861
-0.01196669,0.19849965
-0.024420604,-1.6070302
-0.0026108623,1.0597743
-0.004304573,0.09356034
0.025873229,0.94343966
-0.0012089759,0.08784278
-0.03348604,-0.3519047
0.0063210875,-0.049216375
-0.046969682,-0.8687752
-0.025166184,1.9729728
0.009241566,1.5540452
0.004013598,-1.6861621
-0.025523141,-0.88851553
0.0018676817,-0.13584061
-0.0076162964,1.3502269
0.06264073,-0.42574883
0.027454555,0.53179413
0.02603352,0.6067848
-0.0018513501,1.1269215
-0.02825521,-0.3185107
-0.002396971,-0.10531945
0.026837707,0.491256
-0.050724417,-0.8136832
-0.010291383,0.19861189
-0.03392984,-0.08502976
-0.02510564,-1.0122089
-0.026480958,-1.2202582
-0.038906842,-1.008883
0.020400539,0.5722621
0.027113914,0.64521164
-0.01832816,-0.35177165
0.018520966,0.5474887
0.0030666888,-0.14232022
0.01946804,0.66324884
0.04007034,-0.31780106
0.021032289,0.80846566
0.031833038,-0.76531434
-0.024754226,0.08014031
-0.06606519,-0.8072395
-0.03505604,-1.0082155
0.02773583,0.66710424
0.01481697,0.46058017
0.022726014,0.47956926
0.028016075,0.7571917
-0.032502398,0.03419048
-0.022056267,1.7254677
0.0041942894,0.058199927
0.014977336,0.444789
-0.044467002,-1.2687947
0.024926752,0.41682523
-0.048165932,-1.1196214
0.013951942,0.32197565
0.014910728,-1.4755821
-0.05215341,-1.0755457
-0.0538989,-1.1148943
0.00016008317,1.8213791
0.029462382,-0.8607138
0.007938564,1.1456232
-0.032816082,0.015557632
0.00163427,-0.16408893
-0.017283872,-1.8867086
0.02634342,0.009327829
-0.008738443,1.00388
-0.001764372,0.054490462
0.010357365,-0.23838717
0.0034922361,-1.676248
-0.018418103,1.7737072
-0.032826334,-0.35391766
-0.0008612722,1.4801426
0.015128195,-0.7417717
-0.010736421,-1.5921353
0.028267875,-0.12950516
0.013618305,0.687703
-0.015126213,-2.0099213
0.013403073,0.33642787
-0.015441105,-1.7139655
0.02987893,-0.8221275
-0.02674158,1.9105422
-0.04058139,-0.91938543
0.026001737,0.49947912
0.037489623,-0.51363105
0.024802983,0.46866208
0.0017195493,-0.15209892
-0.02556479,1.8967774
0.029019088,0.7788262
0.037841007,-0.1216202
0.01882787,0.628446
0.004079178,0.056261092
-0.028010324,-0.13361147
-0.0029455274,1.9121298
-0.014225155,-1.6256638
-0.003777638,0.24154072
-0.0035734177,0.06168709
-0.050763324,-0.5647482
0.002707243,0.06357572
-0.060150266,-0.91249394
-0.012727112,-1.9814247
-0.032145828,-0.2599902
-0.056531787,-0.94604194
-0.01403603,1.7170771
-0.044845223,-1.3301519
-0.03606817,-0.079638965
0.013817683,-0.16327201
0.019616827,0.35588652
-0.032341465,-0.05730642
-0.05785595,-1.0218184
0.038438812,-0.15188408
-0.044539243,-0.516111
0.027755454,0.76773804
-0.006793827,1.5298978
-0.022090212,-1.1741494
0.0019156635,-0.14019817
-0.039395005,-0.8758775
-0.017731056,-1.6448094
0.014382914,-1.0654303
-0.015014768,-1.748201
0.022493348,0.48076826
-0.03024529,-2.1669989
-0.034730792,-0.34796256
-0.0029006153,1.9148368
-0.014486462,-0.23382463
-0.037086383,2.0178874
0.0018630326,0.30153316
-0.029104322,-2.1549926
0.0026992708,0.30650705
0.032615647,-0.27291203
0.015084848,1.0098811
-0.030696794,-0.12470157
-0.0005477965,-1.7258692
0.010109574,1.1093103
-0.04411255,-0.86719084
-0.009981215,0.1917243
0.025572523,0.5916443
-0.030392706,-0.97081363
0.011872858,0.311904
-0.054258317,-1.1226016
-0.042225778,-0.7271307
0.0014540404,-0.18521975
0.0032839626,1.1739308
0.021108389,1.2352457
-0.05647622,-0.7338355
0.024799109,0.41574663
0.0056625158,1.2007419
-0.0041324645,1.1397412
-0.019011423,1.7912267
-0.06624016,-0.83299345
0.02640967,0.76036733
-0.009499252,1.4948325
0.0072900355,0.30361593
-0.060282513,-0.9820642
-0.008856818,1.6919218
0.003339976,-0.095896035
0.019262433,0.5999237
-0.030824155,-1.0048879
0.047858074,-0.3322993
0.021687359,1.2713636
-0.025378212,-1.2678497
0.025334641,0.57390213
-0.014533937,-1.7473563
-0.0140962005,1.6770015
0.0073726475,1.1936861
-0.04549572,-0.5957245
-0.04750599,2.3513777
0.02305545,-0.90616
-0.013210535,1.4290837
-0.0066424906,-1.6351705
0.03506185,-0.65037316
0.012052968,1.1190485
